referencia,abacco_id,linea,descripcion,iva,precio_unitario,cantidad,descuento,total_bruto
CO2503-0238,507,1,673 - DALLAS PILLOW - COLFEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0238,507,2,COLCHONES - DALLAS PILLOW - COLFEX - INDIVIDUAL -,"230,00",1,,"230,00",
CO2503-0189,438,1,30206-4 - 30206-4 DORIPEL Rivera 6 puertas 2 gavetas blanco,"0,00",1,,"0,00",
CO2503-0189,438,2,CLOSET - 30206-4 DORIPEL Rivera 6 puertas 2 gavetas blanco,"240,00",1,,"240,00",
CO2503-0189,438,3,30206-4 - 30206-4 DORIPEL Rivera 6 puertas 2 gavetas blanco,"0,00",1,,"0,00",
CO2503-0189,438,4,CLOSET - 30206-4 DORIPEL Rivera 6 puertas 2 gavetas blanco,"240,00",1,,"240,00",
CO2503-0189,438,5,30206-4 - 30206-4 DORIPEL Rivera 6 puertas 2 gavetas blanco,"0,00",1,,"0,00",
CO2503-0189,438,6,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2503-0189,438,7,DELIVERY - SERVICIO DELIVERY,"20,00",1,,"20,00",
CO2503-0189,438,8,1020 - SERVICIO DE ARMADO,"0,00",1,,"0,00",
CO2503-0189,438,9,SERVICIO DE ARMADO - SERVICIO DE ARMADO,"40,00",1,,"40,00",
CO2503-0189,438,10,SERVICIO DE ARMADO -,"40,00",1,,"40,00",
CO2503-0190,439,1,"03 - BOX SOLO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2503-0190,439,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0190,439,3,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0190,439,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0190,439,5,"CAMAS - BOX SOLO QUEEN 1,60 x 1,90 - LINO - NEGRO - PATAS TIPO L - -","130,00",1,,"130,00",
CO2503-0190,439,6,640 - FIRENZE - MUNDOFLEX - QUEEN,"0,00",1,,"0,00",
CO2503-0190,439,7,COLCHONES - FIRENZE - MUNDOFLEX - QUEEN -,"280,00",1,,"280,00",
CO2503-0190,439,8,DELIVERY -,"15,00",1,,"15,00",
CO2503-0190,439,9,DELIVERY -,"0,00",1,,"0,00",
CO2503-0191,440,1,"07 - BL + ITALO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2503-0191,440,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0191,440,3,375 - GRIS SEDONA,"0,00",1,,"0,00",
CO2503-0191,440,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0191,440,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0191,440,6,"CAMAS - BL + ITALO QUEEN 1,60 x 1,90 - TAPI SWEET (CASTILLO) - GRIS SEDONA - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -","200,00",1,,"200,00",
CO2503-0191,440,7,671 - DALLAS CLASSIC - COLFLEX - QUEEN,"0,00",1,,"0,00",
CO2503-0191,440,8,COLCHONES - DALLAS CLASSIC - COLFLEX - QUEEN -,"320,00",1,,"320,00",
CO2503-0192,441,1,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2503-0192,441,2,DELIVERY - SERVICIO DELIVERY,"10,00",1,,"10,00",
CO2503-0192,441,3,786 - ECOFLEX 1 PILLOW - COBARCA - QUEEN,"0,00",1,,"0,00",
CO2503-0192,441,4,COLCHONES - ECOFLEX 1 PILLOW - COBARCA - QUEEN -,"245,00",1,,"245,00",
CO2503-0193,442,1,478 - ALEJANDRA CABEZALES FIJOS CHEILO IZQUIERDO,"0,00",1,,"0,00",
CO2503-0193,442,2,389 - GAMUZA ELEFANTE,"20,00",1,,"20,00",
CO2503-0193,442,3,446 - MARRON OSCURO,"0,00",1,,"0,00",
CO2503-0193,442,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0193,442,5,"MUEBLES - ALEJANDRA CABEZALES FIJOS CHEILO IZQUIERDO - GAMUZA ELEFANTE - MARRON OSCURO - PATAS TIPO L - Medida personalizada de 2,20cm x 1,80cm","450,00",1,,"450,00",
CO2503-0193,442,6,"895 - DUPLEX DT + COPETE LISO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0193,442,7,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0193,442,8,730 - KHAKI SEMOLINA,"0,00",1,,"0,00",
CO2503-0193,442,9,"CAMAS - DUPLEX BL + COPETE LISO MATRIMONIAL 1,40 x 1,90 - TAPI SWEET (CASTILLO) - KHAKI SEMOLINA - *imagen de referencia*","310,00",1,,"310,00",
CO2503-0194,443,1,"125 - DUPLEX SIN COPETE + INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0194,443,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0194,443,3,730 - KHAKI SEMOLINA,"0,00",1,,"0,00",
CO2503-0194,443,4,"CAMAS - DUPLEX SIN COPETE + INDIVIDUAL 1,00 x 1,90 - TAPI SWEET (CASTILLO) - KHAKI SEMOLINA - *URGENTE* - -","190,00",1,,"190,00",
CO2503-0195,444,1,"137 - DUPLEX BL + CUADROS INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0195,444,2,1040 - EXTRA,"10,00",1,,"10,00",
CO2503-0195,444,3,470 - INDIGO,"0,00",1,,"0,00",
CO2503-0195,444,4,"CAMAS - DUPLEX BL + CUADROS INDIVIDUAL 1,00 x 1,90 - EXTRA - INDIGO - - -","245,00",1,,"245,00",
CO2503-0195,444,5,602 - SAINT MARTIN - LATINFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0195,444,6,COLCHONES - - SAINT MARTIN - LATINFLEX - INDIVIDUAL,"150,00",1,,"150,00",
CO2503-0195,444,7,610 - ALASKA - MUNDOFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0195,444,8,COLCHONES - - ALASKA - MUNDOFLEX - INDIVIDUAL,"130,00",1,,"130,00",
CO2503-0195,444,9,623 - GRANADA - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0195,444,10,COLCHONES - GRANADA - LATINFLEX - MATRIMONIAL -,"250,00",1,,"250,00",
CO2503-0195,444,11,"98 - DT + LINEAL HORIZONTAL SIN MARCO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0195,444,12,1039 - TRACKER,"10,00",1,,"10,00",
CO2503-0195,444,13,432 - CORAL,"0,00",1,,"0,00",
CO2503-0195,444,14,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0195,444,15,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0195,444,16,"CAMAS - DT + LINEAL HORIZONTAL SIN MARCO MATRIMONIAL 1,40 x 1,90 - TRACKER - CORAL - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -","225,00",1,,"225,00",
CO2503-0196,445,1,596 - MAX SOFA CAMA CABEZALES RECLINABLES DERECHO,"0,00",1,,"0,00",
CO2503-0196,445,2,389 - GAMUZA ELEFANTE,"20,00",1,,"20,00",
CO2503-0196,445,3,445 - MARRON CLARO,"0,00",1,,"0,00",
CO2503-0196,445,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0196,445,5,MUEBLES - MAX SOFA CAMA CABEZALES RECLINABLES CHEILO IZQUIERDO *espaldar con 15cm adicionales de altura- capitoneado en el asiento* - GAMUZA ELEFANTE - MARRON CLARO - PATAS TIPO L -,"760,00",1,,"760,00",
CO2503-0197,446,1,"03 - BOX SOLO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2503-0197,446,2,390 - LINO,"0,00",1,,"0,00",
CO2503-0197,446,3,436 - GRIS,"0,00",1,,"0,00",
CO2503-0197,446,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0197,446,5,"CAMAS - BOX SOLO QUEEN 1,60 x 1,90 - LINO - GRIS - PATAS TIPO L - -","130,00",1,,"130,00",
CO2503-0198,447,1,539 - SOFACAMA CHINO,"0,00",1,,"0,00",
CO2503-0198,447,2,391 - LINO G - LATINFLEX,"0,00",1,,"0,00",
CO2503-0198,447,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-0198,447,4,MUEBLES - SOFACAMA CHINO - LINO G - LATINFLEX - GRIS PLOMO - -,"290,00",1,,"290,00",
CO2503-0198,447,5,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2503-0198,447,6,DELIVERY - SERVICIO DELIVERY,"10,00",1,,"10,00",
CO2503-1082,448,1,78 - DT + RELIEVE MATRIMONIAL,"0,00",1,,"0,00",
CO2503-1082,448,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-1082,448,3,425 - BEIGE CLARO,"0,00",1,,"0,00",
CO2503-1082,448,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-1082,448,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-1082,448,6,CAMAS - DT + RELIEVE MATRIMONIAL - OTTOMAN - BEIGE CLARO - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -,"185,00",1,,"185,00",
CO2503-1082,448,7,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-1082,448,8,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"180,00",1,,"180,00",
CO2503-0199,449,1,"10 - BL + BARCELONA MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0199,449,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0199,449,3,375 - GRIS SEDONA,"0,00",1,,"0,00",
CO2503-0199,449,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0199,449,5,579 - DIVISION EN 2,"0,00",1,,"0,00",
CO2503-0199,449,6,"CAMAS - BL + BARCELONA MATRIMONIAL 1,40 x 1,90 - TAPI SWEET (CASTILLO) - GRIS SEDONA - PATAS TIPO L - - DIVISION EN 2","185,00",1,,"185,00",
CO2503-0199,449,7,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0199,449,8,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"180,00",1,,"180,00",
CO2503-0200,450,1,1998-97 - 1998-97 MAXEL Escocia 3 puertas 2 gavetas negro,"0,00",1,,"0,00",
CO2503-0200,450,2,CLOSET - 1998-97 MAXEL Escocia 3 puertas 2 gavetas negro,"180,00",1,,"180,00",
CO2503-0200,450,3,1998-57 - 1998-57 MAXEL Escocia 3 puertas 2 gavetas capuccino c/ gris,"0,00",1,,"0,00",
CO2503-0200,450,4,CLOSET - 1998-57 MAXEL Escocia 3 puertas 2 gavetas capuccino c/ gris,"180,00",1,,"180,00",
CO2503-0200,450,5,"05 - BL + ITALO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0200,450,6,390 - LINO,"0,00",1,,"0,00",
CO2503-0200,450,7,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0200,450,8,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0200,450,9,"CAMAS - BL + ITALO INDIVIDUAL 1,00 x 1,90 - LINO - NEGRO - PATAS TIPO L - -","140,00",1,,"140,00",
CO2503-0200,450,10,781 - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0200,450,11,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL -,"150,00",1,,"150,00",
CO2503-0200,450,12,SERVICIO DE ARMADO -,"50,00",1,,"50,00",
CO2503-0959,451,1,539 - SOFACAMA CHINO,"0,00",1,,"0,00",
CO2503-0959,451,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0959,451,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2503-0959,451,4,MUEBLES - SOFACAMA CHINO - OTTOMAN - GRIS CLARO - -,"290,00",1,,"290,00",
CO2503-0684,452,1,"527 - BOX ENCAJONADO + MODELO MONACO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0684,452,2,1040 - EXTRA,"10,00",1,,"10,00",
CO2503-0684,452,3,1034 - FRAMBUESA,"0,00",1,,"0,00",
CO2503-0684,452,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0684,452,5,704 - 1 ALMOHADA OBSEQUI,"0,00",1,,"0,00",
CO2503-0684,452,6,"CAMAS - BOX ENCAJONADO + MODELO MONACO INDIVIDUAL 1,00 x 1,90 - EXTRA - FRAMBUESA - PATAS TIPO L - 1 ALMOHADA OBSEQUI -","280,00",1,,"280,00",
CO2503-0684,452,7,78 - DT + RELIEVE MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0684,452,8,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0684,452,9,374 - AZUL OSCURO,"0,00",1,,"0,00",
CO2503-0684,452,10,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0684,452,11,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0684,452,12,CAMAS - DT + RELIEVE MATRIMONIAL - TAPI SWEET (CASTILLO) - AZUL OSCURO - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -,"190,00",1,,"190,00",
CO2503-0684,452,13,78 - DT + RELIEVE MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0684,452,14,1039 - TRACKER,"10,00",1,,"10,00",
CO2503-0684,452,15,432 - CORAL,"0,00",1,,"0,00",
CO2503-0684,452,16,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0684,452,17,CAMAS - DT + RELIEVE MATRIMONIAL - TRACKER - CORAL - PATAS TIPO L - -,"190,00",1,,"190,00",
CO2503-0684,452,18,614 - BAHAMAS PLUS - LATINFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0684,452,19,COLCHONES - BAHAMAS PLUS - LATINFLEX - INDIVIDUAL -,"170,00",1,,"170,00",
CO2503-0684,452,20,615 - BAHAMAS PLUS - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0684,452,21,COLCHONES - BAHAMAS PLUS - LATINFLEX - MATRIMONIAL -,"225,00",1,,"225,00",
CO2503-0800,453,1,674 - DALLAS PILLOW - COLFEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0800,453,2,COLCHONES - DALLAS PILLOW - COLFEX - MATRIMONIAL -,"300,00",1,,"300,00",
CO2503-0800,453,3,1998-56 - 1998-56 MAXEL Escocia 3 puertas 2 gavetas capuccino c/ blanco,"0,00",1,,"0,00",
CO2503-0800,453,4,CLOSET - 1998-56 MAXEL Escocia 3 puertas 2 gavetas capuccino c/ blanco,"180,00",1,,"180,00",
CO2503-0800,453,5,712 - PASION GUAJIRA ACOLCHADO - IMPERMEABLE MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0800,453,6,PROTECTORES - - PASION GUAJIRA ACOLCHADO - IMPERMEABLE MATRIMONIAL,"25,00",1,,"25,00",
CO2503-0800,453,7,DELIVERY -,"15,00",1,,"15,00",
CO2503-0202,454,1,"173 - DUPLEX BL + ABSTRACTO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2503-0202,454,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0202,454,3,374 - AZUL OSCURO,"0,00",1,,"0,00",
CO2503-0202,454,4,"CAMAS - DUPLEX BL + ABSTRACTO INDIVIDUAL 1,00 x 1,90 - TAPI SWEET (CASTILLO) - AZUL OSCURO - - - Hacer con Gerardo","260,00",1,,"260,00",
CO2503-0203,455,1,643 - MILANO - MUNDOFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0203,455,2,COLCHONES - MILANO - MUNDOFLEX - MATRIMONIAL -,"265,00",1,,"265,00",
CO2503-0203,455,3,DELIVERY -,"20,00",1,,"20,00",
CO2503-0204,456,1,615 - BAHAMAS PLUS - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0204,456,2,COLCHONES - BAHAMAS PLUS - LATINFLEX - MATRIMONIAL -,"225,00",1,,"225,00",
CO2503-0204,456,3,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2503-0204,456,4,DELIVERY - SERVICIO DELIVERY,"15,00",1,,"15,00",
CO2503-0205,457,1,504 - DIEGO CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-0205,457,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0205,457,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2503-0205,457,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0205,457,5,MUEBLES - DIEGO CHEILO DERECHO - OTTOMAN - GRIS CLARO - PATAS TIPO L -,"480,00",1,,"480,00",
CO2503-0205,457,6,505 - DIEGO CHEILO IZQUIERDO,"0,00",1,,"0,00",
CO2503-0205,457,7,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0205,457,8,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-0205,457,9,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0205,457,10,"MUEBLES DIEGO *De 4 puestos en 2 piezas sin cheilo, solo las 2 piezas con posabrazos, una pieza con posabrazos a la derecha y otra con posabrazos a la izquierda- OTTOMAN - GRIS PLOMO - PATAS TIPO L -","480,00",1,,"480,00",
CO2503-0205,457,11,531 - POLTRONA RECLINABLE,"0,00",1,,"0,00",
CO2503-0205,457,12,1040 - EXTRA,"0,00",1,,"0,00",
CO2503-0205,457,13,456 - ROJO,"30,00",1,,"30,00",
CO2503-0205,457,14,MUEBLES - POLTRONA RECLINABLE - EXTRA - ROJO - -,"670,00",1,,"670,00",
CO2503-0206,458,1,640 - FIRENZE - MUNDOFLEX - QUEEN,"0,00",1,,"0,00",
CO2503-0206,458,2,COLCHONES - FIRENZE - MUNDOFLEX - QUEEN -,"280,00",1,,"280,00",
CO2503-0207,459,1,631 - ROTTERDAM - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0207,459,2,COLCHONES - ROTTERDAM - LATINFLEX - MATRIMONIAL -,"325,00",1,,"325,00",
CO2503-0813,460,1,1998-56 - 1998-56 MAXEL Escocia 3 puertas 2 gavetas capuccino c/ blanco,"0,00",1,,"0,00",
CO2503-0813,460,2,CLOSET - 1998-56 MAXEL Escocia 3 puertas 2 gavetas capuccino c/ blanco,"180,00",1,,"180,00",
CO2503-0208,461,1,70 - DT + BARCELONA MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0208,461,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0208,461,3,376 - MARRON SECOYA,"0,00",1,,"0,00",
CO2503-0208,461,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0208,461,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0208,461,6,CAMAS - DT + BARCELONA MATRIMONIAL - TAPI SWEET (CASTILLO) - MARRON SECOYA - PATAS TIPO L - 2 ALMOHADA OBSEQUIO -,"185,00",1,,"185,00",
CO2503-0208,461,7,798 - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0208,461,8,COLCHONES - PLATINUM 2 PILLOW - COBARCA - MATRIMONIAL -,"270,00",1,,"270,00",
CO2503-0209,462,1,"130 - DUPLEX BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0209,462,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2503-0209,462,3,375 - GRIS SEDONA,"0,00",1,,"0,00",
CO2503-0209,462,4,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0209,462,5,"CAMAS - DUPLEX BL + ITALO MATRIMONIAL 1,40 x 1,90 - TAPI SWEET (CASTILLO) - GRIS SEDONA - - 2 ALMOHADA OBSEQUIO -","250,00",1,,"250,00",
CO2503-0209,462,6,"2000 - DUPLEX BL + ABSTRACTO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0209,462,7,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0209,462,8,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-0209,462,9,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0209,462,10,"CAMAS - DUPLEX BL + ABSTRACTO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - GRIS PLOMO - - 2 ALMOHADA OBSEQUIO -","260,00",1,,"260,00",
CO2503-0209,462,11,"528 - BOX ENCAJONADO + MODELO MONACO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0209,462,12,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0209,462,13,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2503-0209,462,14,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0209,462,15,"CAMAS - BOX ENCAJONADO + MODELO MONACO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - GRIS PLOMO - - 2 ALMOHADA OBSEQUIO -","380,00",1,,"380,00",
CO2503-0209,462,16,698 - BONAIRE - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0209,462,17,COLCHONES - BONAIRE - LATINFLEX - MATRIMONIAL -,"175,00",2,,"350,00",
CO2503-0209,462,18,610 - ALASKA - MUNDOFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2503-0209,462,19,COLCHONES - - ALASKA - MUNDOFLEX - INDIVIDUAL,"130,00",2,,"260,00",
CO2503-0209,462,20,603 - SAINT MARTIN - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0209,462,21,COLCHONES - - SAINT MARTIN - LATINFLEX - MATRIMONIAL,"170,00",1,,"170,00",
CO2503-0210,463,1,7000-72 - 7000-72 DORIPEL Cancun 6 puertas 3 gavetas beige c/marron,"0,00",1,,"0,00",
CO2503-0210,463,2,CLOSET - 7000-72 DORIPEL Cancun 6 puertas 3 gavetas beige c/marron,"270,00",1,,"270,00",
CO2503-0211,464,1,556 - TOKIO CABEZALES RECLINABLES CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-0211,464,2,391 - LINO G - LATINFLEX,"0,00",1,,"0,00",
CO2503-0211,464,3,731 - GRIS OSCURO,"0,00",1,,"0,00",
CO2503-0211,464,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0211,464,5,MUEBLES - TOKIO CABEZALES RECLINABLES CHEILO DERECHO - LINO G - LATINFLEX - GRIS OSCURO - PATAS TIPO L -,"550,00",1,,"550,00",
CO2503-2300,465,1,1004 - GAVETERO SIN ESPEJO,"0,00",1,,"0,00",
CO2503-2300,465,2,450 - NEGRO,"0,00",1,,"0,00",
CO2503-2300,465,3,PEINADORAS Y MESAS DE NOCHE - GAVETERO SIN ESPEJO 5 gavetas + 1 gaveta arriba de 10cm - NEGRO,"270,00",1,,"270,00",
CO2503-2300,465,4,1008 - PAR DE MESAS DE NOCHE LAQUEADA,"0,00",1,,"0,00",
CO2503-2300,465,5,PEINADORAS Y MESAS DE NOCHE - PAR DE MESAS DE NOCHE LAQUEADA - NEGRO,"180,00",1,,"180,00",
CO2503-2017,466,1,479 - ALEJANDRA CABEZALES RECLINABLES CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-2017,466,2,389 - GAMUZA ELEFANTE,"20,00",1,,"20,00",
CO2503-2017,466,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2503-2017,466,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-2017,466,5,MUEBLES - ALEJANDRA CABEZALES RECLINABLES CHEILO DERECHO - GAMUZA ELEFANTE - GRIS CLARO - PATAS TIPO L -,"520,00",1,,"520,00",
CO2503-0212,467,1,477 - ALEJANDRA CABEZALES FIJOS CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-0212,467,2,1039 - TRACKER,"20,00",1,,"20,00",
CO2503-0212,467,3,470 - INDIGO,"0,00",1,,"0,00",
CO2503-0212,467,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0212,467,5,MUEBLES - ALEJANDRA CABEZALES FIJOS CHEILO DERECHO - TRACKER - INDIGO - PATAS TIPO L -,"430,00",1,,"430,00",
CO2503-0212,467,6,"528 - BOX ENCAJONADO + MODELO MONACO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-0212,467,7,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0212,467,8,450 - NEGRO,"0,00",1,,"0,00",
CO2503-0212,467,9,"CAMAS - BOX ENCAJONADO + MODELO MONACO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - NEGRO - - -","380,00",1,,"380,00",
CO2503-0213,468,1,479 - ALEJANDRA CABEZALES RECLINABLES CHEILO DERECHO,"0,00",1,,"0,00",
CO2503-0213,468,2,389 - GAMUZA ELEFANTE,"20,00",1,,"20,00",
CO2503-0213,468,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2503-0213,468,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2503-0213,468,5,MUEBLES - ALEJANDRA CABEZALES RECLINABLES CHEILO DERECHO - GAMUZA ELEFANTE - BEIGE 1 - PATAS TIPO L -,"520,00",1,,"520,00",
CO2503-0213,468,6,DELIVERY -,"20,00",1,,"20,00",
CO2503-0214,469,1,2001-57 - 2001-57 MAXEL Escocia 6 puertas 2 gavetas capuccino c/ gris,"0,00",1,,"0,00",
CO2503-0214,469,2,CLOSET - 2001-57 MAXEL Escocia 6 puertas 2 gavetas capuccino c/ gris,"290,00",2,,"580,00",
CO2503-0214,469,3,SERVICIO DE ARMADO -,"60,00",1,,"60,00",
CO2503-0215,470,1,1998-97 - 1998-97 MAXEL Escocia 3 puertas 2 gavetas negro,"0,00",1,,"0,00",
CO2503-0215,470,2,CLOSET - 1998-97 MAXEL Escocia 3 puertas 2 gavetas negro,"180,00",1,,"180,00",
CO2503-0215,470,3,DELIVERY -,"10,00",1,,"10,00",
CO2503-1386,471,1,"528 - BOX ENCAJONADO + MODELO MONACO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2503-1386,471,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-1386,471,3,428 - BUFALO - NEW BUFALO,"0,00",1,,"0,00",
CO2503-1386,471,4,"CAMAS - BOX ENCAJONADO + MODELO MONACO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - negro","380,00",1,,"380,00",
CO2503-1386,471,5,674 - DALLAS PILLOW - COLFEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-1386,471,6,COLCHONES - DALLAS PILLOW - COLFEX - MATRIMONIAL -,"300,00",1,,"300,00",
CO2503-0216,472,1,78 - DT + RELIEVE MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0216,472,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2503-0216,472,3,440 - KAKI,"0,00",1,,"0,00",
CO2503-0216,472,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2503-0216,472,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2503-0216,472,6,CAMAS - DT + RELIEVE MATRIMONIAL - OTTOMAN - KAKI - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -,"185,00",1,,"185,00",
CO2503-0216,472,7,670 - DALLAS CLASSIC - COLFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2503-0216,472,8,COLCHONES - DALLAS CLASSIC - COLFLEX - MATRIMONIAL -,"255,00",1,,"255,00",
